%pc_wealth_adj,factor
331267.7,172
216140,2924
63309.79,466
83124.79,95
201044.2,735
118227.1,22
121117.6,97
332099,2038
40195.5,939
73295.35,396
121116.3,560
113881.4,922
86003.23,655
105827.9,466
75330.01,6689
147215,1791
79858.43,1502
21291.03,54
154898.2,1425
85056.49,78
32501.35,2455
150821.9,229
64759.53,3243
200978.9,149
4258.205,54
411612.1,706
28274.44,490
94160.91,581
145600.7,703
233884.6,1585
35669.21,1368
74042.04,666
160652.9,215
225248,743
485783,1114
81477.87,1401
64107.53,1033
293614,497
1559.607,159
138169.2,2610
35680.01,484
147823,1846
217961.7,3646
109875.5,22
22267.44,466
47081.25,5131
179687,41
15832.4,1227
0,1901
216296.2,1604
115994.1,427
231462.9,663
66020.2,312
604378.9,706
271517.3,1126
45184.41,133
16078.69,290
53363.72,1122
109635,229
8735.277,616
418336.8,1288
113581.3,1667
15032.5,414
8263.37,484
502017.9,2639
74275.02,1021
44941.96,38
74335.27,878
100136.6,1285
22938.43,434
113169.1,147
159597.9,264
467565.4,383
166950.4,1044
169562.5,816
568921.6,243
-1965.922,3163
29516.92,1923
40339.98,1227
86842.84,1104
58554.29,711
44046.45,6560
11015.63,90
33862.81,3015
7499.415,1041
692528.4,1962
340931.5,218
93149.31,1002
6551.458,1227
64107.53,203
78879.77,1945
13345.98,1923
178022.7,228
38232.41,1226
56672.59,168
17470.55,13
221595.1,840
137930.5,1837
18370.35,460
34071.52,1041
60201.24,264
108914.3,2639
77185.11,2996
9140.788,396
36321.73,396
0,1227
33493.86,396
113311,2040
77185.11,3393
173327.3,2619
111300.2,723
133834.5,3393
16802.86,3393
33424.95,3393
242280,3393
22688.4,3033
109011.7,3393
102316.9,166
77624.32,150
42328.51,809
620086.7,1228
40581.82,4284
97504.05,1588
69359.09,1579
59452.21,1302
28523.19,900
148588.8,1962
97453.49,4581
191250.5,1228
60123.91,107
1220.189,616
111533,2643
24953.86,2887
29075.62,218
29868.79,54
412639.5,1252
361223.5,1413
5191.545,394
15741.71,1059
82496.68,2139
37853.23,394
44251.68,3610
82368.23,175
183450.6,1978
148025.7,581
61920.12,2139
35975.04,1319
0,1972
346823.3,1097
5277.467,111
26536.37,3243
141506.5,741
163020.6,41
68381.32,140
105428.3,3851
58449.97,300
80003.48,2328
20002.21,191
532042.9,454
516057.7,2937
101933.1,2328
51214.31,2328
100128.6,560
134314.9,3045
82661.7,2328
117309.6,1448
228261.3,37
104767.4,1226
51285.99,1800
28500.19,1318
110790.1,22
188487.9,707
27716.61,511
52999.88,454
106078.7,113
102959.9,140
345104.7,5176
103610.9,726
219394.5,1171
98494.8,313
10428.04,4514
163238.8,424
119888.7,19
144869.5,19
191503,754
96326.37,591
12862.95,4514
94196.36,93
7199.634,313
172829.8,333
69702.36,78
9755.125,520
201066.8,2757
226657.4,1496
96805.9,1285
93569.27,454
47602.59,1380
228635.6,1076
60480.62,466
212356.3,442
65925.3,1007
150506.8,741
35161.55,19
37759.91,282
38574.25,305
57113.28,313
33862.81,3646
138811.5,37
109451.1,1705
281577.1,585
114230.2,2498
49668.2,313
64679.06,883
175839.4,537
735707.8,5271
117140.6,976
111508.8,2216
41013.5,1657
23234.53,1454
70753.25,1521
312395.9,2315
101251.3,102
118403.1,220
105812.3,5368
18424.76,11
75979.41,593
73364.09,39
125917.3,1319
240647.6,1121
52343.75,605
111474.5,256
64996.47,1515
24561.17,313
156321.1,19
28422.28,2672
371562.7,4581
92207.23,557
92143.39,483
101344.2,108
18812.67,192
110024.6,19
518920.2,1849
134871.1,4205
102428.6,277
131763.6,873
136924.9,722
55431.18,1219
92849.99,1637
63103.09,296
27914.05,1484
46469.06,2536
246277.3,234
451459.3,4730
113205.2,3338
592369.8,676
38938.14,2322
161130.4,229
349367.3,3193
145033.9,2484
110396,1114
10373.78,3033
3782.559,290
206016.8,644
41494.41,350
13932.67,54
90720.93,984
164031.7,152
216140.5,306
196952,2005
117596.3,2965
51167.07,4092
126255.8,4302
134314.9,244
34836.24,4092
24987.29,922
27498.89,2608
70736.48,4092
49498.01,4284
123843.8,3462
38324.73,93
123514.3,8286
5804.324,3033
25400.47,461
192687.7,557
308663.6,365
352774.5,5204
286487.1,5768
270539.3,293
95678.76,397
42512.5,1293
86524.13,352
65951.43,228
47863.46,102
71312.55,78
377755.8,371
94352.27,431
98110.54,321
299049.2,1217
103209.6,2081
449678.2,2937
120130.3,1868
13052.8,1579
363449.9,2508
69627.31,206
163000.7,5647
35569.94,461
184843.8,108
130432.8,2540
125038.9,2221
31664.8,305
77288.7,557
102193,427
157250.3,4284
164971.4,576
68381.32,2759
5804.324,2672
105386.6,602
5804.324,1149
38909.26,290
190317,243
232728.7,1641
139745.3,147
58319.75,2051
44341.24,121
2649.36,2672
16995.9,2672
49246.35,6560
29932.58,1226
226980.5,109
88349.95,1900
9490.59,6560
115629.2,672
164549.6,1121
86543.05,39
208409.2,1978
2321.729,1423
56697.58,2264
13231.46,312
157566.6,256
153910.8,5658
61301.24,574
286468.6,5131
147374.8,6110
150892.1,106
237107.6,2307
95955.2,4902
-1228.701,179
279034.3,640
2183.449,1883
54538.45,5274
165364,269
440334.2,1474
46024.6,1863
303384.4,2567
4287.651,4436
80588.93,1114
78892.18,869
3457.809,310
8891.61,1573
29133.11,1227
187558.4,5176
18405.37,351
626194.3,2598
99468.02,1121
299223.2,2216
80417.54,158
112819.6,3702
250565.6,2691
83528.01,2877
57769.43,703
158683.8,6299
152056.6,1641
300272.3,587
13018.3,49
71104.74,1000
230261.3,2800
71709.41,155
61301.24,1515
60150.86,3753
172314.8,1533
47073.53,2608
71781.73,2581
237137.8,1007
205644.6,2166
30647.53,1056
578335.1,254
320215.9,5176
65571.37,102
474061.9,193
172354.9,1588
0,8286
232043.5,466
404922,530
103803.1,1350
211607.5,1350
82496.68,652
95995.99,1477
112442.8,878
216171.9,2639
70612.16,1883
33399.54,550
46311.07,5329
52179.31,34
103153.8,1076
82224.37,2746
229452.2,751
313818.8,105
4803.805,1368
49476.48,1059
27339.14,6092
129584.6,296
4523.543,6092
156411.5,173
323243.4,251
236561.1,218
51606.35,6092
12505.65,460
244771.5,537
102428.6,3243
18495.1,3373
221577.3,1616
50493.44,108
61827.89,176
122664.3,158
353064.8,241
75202.6,1226
16078.69,998
120841.2,340
65379.05,1474
52457.27,1807
89211.65,1168
275925.4,2781
30293.4,1041
8050.878,581
185842.4,147
496128.6,223
373769.5,565
204122.7,15
267402.3,548
967586.6,4346
1309.183,102
84161.77,2746
73270.89,1223
35029.28,3180
67864.88,1465
56438.02,380
313259.3,327
285284.8,580
48418.21,466
186928.4,505
105556.2,1807
45139.84,726
50582.09,1881
56438.02,633
87864.23,97
92993.15,138
155905.8,1279
119237.2,181
208485.3,117
101217.9,1001
100736.2,1223
77848.07,903
126151.4,1454
168871,688
107303.4,389
133266.4,11058
1160.865,586
56924.61,873
380361.7,166
392577.7,369
40443.82,111
62939.61,327
7825.985,542
60310.84,2360
82192.23,1275
80134.41,1494
270546.7,805
216308.9,688
191383.5,106
57768.3,439
42720.6,1690
19710.11,461
72532.45,1275
624560.6,594
48407.98,2422
42513.93,365
137893.7,975
77253.2,15
316866,172
187299,3647
201519.4,2545
88949.74,220
42644.81,106
102926.3,572
333995.5,3920
72097.11,2608
69756.05,1690
88315.53,5274
907414.2,1114
470151.6,1877
10719.13,783
141973.7,4819
63842.88,262
149379.5,101
56958.93,1067
12850.62,96
88879.05,3851
329845.7,589
72033.2,691
252107.5,11377
352796.6,2440
95850.34,1285
171788.5,743
22674.09,1226
61295.07,1223
99822.07,8942
599232.1,3438
106845.9,3610
5507.817,247
232187.6,135
47166.5,3851
292163.5,1252
137902.2,2781
65009.21,1883
174331.9,480
131843.5,1396
189640.5,1074
698432.3,2962
71197.3,394
62930.27,322
78577.62,1228
125805.6,109
76406.92,2307
139152.3,2781
6431.477,460
131297.5,916
145547.4,175
199767.3,1652
144299,71
8575.303,461
336685.8,418
92986.03,191
203472,505
277397.9,1283
810560.6,1976
100292.4,2040
246302,2639
93824.58,181
125483.4,716
26557.27,394
13415.15,1149
322324.4,1149
8644.641,4514
0,106
301164.9,41
-2457.402,179
88509.2,840
69441.54,1279
30874.12,2422
374411.8,5647
16586.38,1149
195378.4,3079
399799.3,3284
9237.103,54
11483.9,352
34954.67,80
885497.4,679
181118.8,179
212191.6,217
11551.18,394
191389.5,283
5507.817,290
9793.22,616
33613.39,1099
349180.6,1449
179735.3,2639
5507.817,526
93926.12,2584
345949.6,179
157360.9,185
56356.14,1318
248708.5,818
20746.86,313
84657.02,659
63086,1425
389965.6,640
6269.222,290
107294.4,676
231943.9,132
108725,1454
263180.5,1020
60643.61,1302
171199.3,2452
75023.36,1020
139987.2,15
42072.66,206
160339.7,59
576153.6,869
237565.7,404
466287.3,223
182677,488
194703.3,396
575638.8,1731
13021.39,318
35355.72,2058
44016.29,1092
602135.8,3146
194921.9,1282
108.8338,339
110057.6,741
83181.72,1897
539384.3,1697
170730.8,1279
60904.21,3753
102606.9,2058
292803.1,93
68381.32,2817
175498.7,2545
135820,1483
36467.02,264
74599.47,4819
131677.2,1318
186602,589
184670.1,1465
67647.05,1459
393165.8,480
1568.263,17
174684.3,4092
163175.4,1401
725328.6,5406
99393.82,840
170890.2,1972
78715.23,2139
173066.6,488
120343.7,1436
48485.78,557
31120.63,394
173393.8,1197
53400.75,3193
113455.6,1067
41796.53,106
669753.4,1987
133194.5,218
35949.88,789
141744,215
11015.63,616
220201.8,1489
33726.95,1067
31664.8,3393
226128.2,1890
143243.5,1448
65441.79,1625
102624.8,1846
406154.9,1387
201472.3,783
126482,1697
257935.7,89
172779.5,1332
11273.83,13
220592.7,1298
77416.23,1161
102936.9,3267
133026.2,520
9490.427,17
218091.8,1768
229404.8,1588
126576.6,1319
682536.9,5647
66170.48,871
26359.27,385
38922.27,2672
13237.15,1064
131077.9,1881
97804.86,1239
31120.63,980
305227.4,816
175625.9,404
107609.1,751
117565,1489
127593,557
251558.7,633
38230.71,1423
129074.5,122
66118.41,2567
103427.5,1253
84779.51,6974
88810.63,1881
37867.97,1007
38563.74,526
48638.86,852
168752.1,2498
11608.65,526
550819.3,287
60162.08,822
26046.27,6110
5458.624,526
-1638.268,526
9220.941,616
271538.7,521
10719.13,526
61131.94,542
55628.92,2474
97536,19
254345,4681
72728.67,557
61659.6,3610
221706.2,3098
151404.2,21
51631.88,3610
166228.8,2540
423325.3,857
668048.6,1366
17260.51,461
120199.5,10235
54729.55,29
0,171
126108.6,2610
190118.4,1447
60338.68,3610
262009.1,497
53894.78,5127
929039.3,2891
105319.4,1753
122442.8,1521
42805.77,372
116090.3,126
37711.63,107
15542.32,305
331281.3,1699
455673,158
370765.2,218
293839.6,139
77031.09,1648
5458.624,1092
232077.4,158
145941.1,1648
41028.79,1070
202765.9,1987
56843.52,2051
212200.7,1064
293819.7,252
84684.92,3243
226017,349
207407.1,2442
366634,781
4168.778,290
79668.2,206
192904.5,2045
72615.89,5329
46997.01,852
144261.1,3470
66297.22,1380
38232.41,3470
-1092.179,179
305942.7,158
697638.8,695
289611.9,4819
56438.02,907
46354.18,1521
106971.7,65
189748.8,215
1520.787,466
165476.8,1637
72286.04,206
8239.696,3373
201556.7,283
86410.41,998
204111.7,1332
107175.4,1155
126029,1002
71453.01,3463
139064.6,149
76160.98,4572
82938.1,1018
285237,1018
78360.62,497
143111.2,4681
822943.6,246
112952.1,1890
35054.46,353
336320.7,3663
16182.48,542
275213.2,3254
6856.666,4514
100736.2,2608
221856.6,5116
285758.3,604
220224.2,228
154775.1,877
93796.93,596
64431.37,171
191910.4,585
0,218
75242.5,2610
332852.3,4302
49608.49,679
245315.7,1484
57083.15,171
36544.16,2322
58914.24,2498
178243.2,158
698942.9,351
124544.3,39
6675.275,4025
139842.2,3851
164793.6,382
50175.1,411
129481.1,2264
36184.54,3132
191084,872
264615.4,460
76060.15,4120
130653.8,4120
45875.23,271
311037.1,567
74193.47,1002
450011.6,218
397761.1,1091
76228.49,1002
59321.64,1002
532042.9,1002
212563.5,1018
41106.4,4819
206054.1,158
566143.1,8942
46335.59,191
255792.3,15
208440.9,125
153830.1,873
5322.756,179
59381.75,404
611506.1,3513
16684.86,838
59679.57,4902
95499.41,2484
6232.281,1149
94172.04,22
24851.61,520
253951.5,271
135135.3,78
446807.4,1843
108874.7,78
57934.89,882
127391.4,539
266071.8,565
465716.2,2598
76060.15,5271
113382,1135
86794.48,3809
432671.8,751
113466.9,1248
478294.5,411
79186.13,1283
68876.47,129
116577.9,1299
94448.06,383
125328.6,9168
98945.19,422
231819.4,117
98782.24,882
51958.81,557
212603,735
170222.1,227
28219.01,419
165795.1,1273
202740.2,11377
102401.6,158
76260.59,2360
941364.8,1708
61295.07,688
139835.6,2619
135499.4,286
247651.1,5977
50775.11,1690
161446.4,1020
177.9038,1149
145641,1512
98560.09,3178
97885.31,4092
90402.3,38
90204.43,1690
126376,8942
136136.4,195
0,34
264981.6,1616
100076.6,1807
198071.4,1705
22548.69,27
139596.4,9421
28776.23,49
185270.2,1604
107703.8,849
674136.2,24159
10554.93,852
12601.12,1573
304465.5,290
127992.7,3832
196345.5,218
142486.5,358
27530.59,1000
226742.8,1350
71806.34,5131
42477.67,3832
223646,173
146186.7,836
120123.8,6689
0,490
53047.64,113
329033.6,356
140623.1,1576
138592.9,1642
175917.5,132
147613.9,2320
52657.61,264
256420.3,203
121376.8,1877
224318.4,1416
89730.95,3393
153784.9,1900
52806.69,38
703669.9,138
258045.3,1843
48022.13,688
8615.104,218
56021.02,1299
222.3798,13
64314.77,1299
30399.29,372
48742.7,176
20536.82,305
71704.8,276
36382.25,29
20245.13,351
203048.7,22
70855.77,383
518338.4,2005
155674.9,185
175474,664
337709.5,781
349121.4,185
65441.79,2965
138717.8,1708
263177.4,1731
64800.76,271
129584.6,184
461016.5,265
132031.8,34
145764.5,34
59547.72,34
21438.26,34
154928.3,34
93326.01,175
283460.6,663
210920.8,171
44504.82,1067
134068.4,557
99091.48,1226
71476.46,426
204723.1,2139
119779.3,3462
222206,1218
118447.8,306
55670.25,300
4287.651,27
49040.99,605
122714.8,466
125354,1299
253306.6,1357
28327.7,1767
83606.22,2041
82523.07,6796
107303.4,506
181441.9,1321
91834.66,6796
74011.07,179
18696.84,17
98346.33,2759
105079.2,570
17048.12,111
112098.4,596
154003.4,2191
147966.3,756
162502.6,927
36650.29,222
263548.6,553
3518.312,96
263984.2,5647
109885.3,557
51592.7,971
77709.73,1962
48637.14,652
459057.1,1945
114256.2,1091
36241.67,577
837282.8,2531
341461.4,246
49269.23,175
6915.619,526
101648.8,818
32157.38,313
305668.1,1699
205782,1762
70888.1,2549
60452.11,175
191622.7,997
105556.2,1652
36191.15,220
118632.5,264
67235.67,1877
170354.9,140
199864.9,411
188829.7,1974
0,327
173671.5,4092
118063.4,1214
211396,667
76160.98,984
9006.637,1380
174174.2,111
85205.02,6110
328380.5,1972
90149.66,216
30312.94,1484
8039.346,586
74624.23,1928
866752.4,4205
40672.53,179
449770.8,3462
259126.1,2508
61520.24,2581
37579.61,126
10644.43,54
105706.8,171
248641.6,215
47538.65,2549
218859.1,427
155511.8,707
102601.2,434
93049.93,2040
524353.3,591
77545.52,1652
333547.5,706
80048.88,113
56284.21,726
48687.61,592
64918.59,226
122918.1,398
156629.7,764
427852.7,1091
413573.6,3298
126467.3,190
120119.4,1335
56766.73,154
206002.5,4284
34799.32,783
109816.1,371
112383.3,901
0,313
62128.82,71
41494.41,466
7780.159,899
7146.085,586
263355.7,2216
147559.6,939
5507.817,90
158599.2,1962
148417.8,640
250142,393
75428.91,39
269886.4,340
22674.09,283
97161.2,2360
30365.54,3393
88128.09,1007
217872.2,587
95656.34,2484
122371.6,1311
175474,350
6224.127,526
83236.11,1155
185187.8,537
97513.82,572
122627.6,1097
289084.5,1282
123173.9,260
0,109
62902.34,1283
35134.75,1767
93134.55,1217
16349.58,204
195735.3,137
41970.94,939
157138.5,878
106932.2,229
142353.9,878
166196.3,270
240178,878
175513.5,21
240687.2,264
8484.106,2672
92295.22,21
210714.5,244
134314.9,2647
104370.2,21
175917.5,849
85228.91,383
263353.2,1186
47961.5,6092
79590.59,2166
34723.71,247
432870.5,411
173891.7,3193
95443.44,149
75859.09,862
62228.61,3178
68126.06,13
77911.95,1059
111890.1,264
0,679
70956.35,885
215014.4,235
50460.5,107
60545.32,661
102938.9,19
37119.15,305
534920.3,3663
284700.7,215
105991.6,382
104323.8,339
79534.88,1667
101748.7,5615
85176.71,1159
46084.22,900
68381.32,605
105710,1849
142168,1070
83169.02,652
63255.98,39
878415.7,2962
480737.1,65
134951.2,5368
42328.51,4302
47565.67,159
31150.42,181
174209.4,2296
172283.6,155
273251.4,464
161308,119
245205,1473
54937.75,900
75357.09,777
72119.73,2246
54875.82,1477
191173.2,850
112253.3,1900
19000.13,777
28141.37,466
83497.04,286
264588.1,2297
182831.4,822
14616.52,49
134118.5,1436
94861.48,332
88802.95,344
244490.1,1588
54823.57,2887
90720.93,607
3573.043,274
201472.3,317
96313.17,1289
59495.96,3525
69017.16,1363
327021.6,444
82988.82,312
44249.33,241
118718.8,753
27339.14,300
7906.491,1318
53047.64,900
140801.1,270
53199.86,312
162891.2,272
22379.92,2051
201378.8,1126
49822.71,2051
41712.14,4436
17071.47,490
13621.29,54
160409.3,1807
68494.46,1502
184368.5,594
189076.2,3809
35149.76,310
156857.8,1321
46659.27,822
83310.77,127
56438.02,2581
209057.1,1502
128625.9,424
75023.36,1187
81992.55,34
31937.28,175
69467.45,2452
104220.8,3069
31575.2,460
716.3385,179
35240.04,222
236120.9,179
801655.7,1705
65441.79,9168
43777.52,312
63055,774
133422.1,6689
4465.555,13
164444.4,2021
94483.59,140
42876.51,351
50068.32,105
88431.84,6110
51204.18,3920
190170.1,210
8735.277,1149
120680.5,2216
87102.54,376
69162.3,300
71940.59,852
57283.47,2555
4862.893,1073
15471.54,32
66246.2,223
226613.8,433
150876.5,2382
162934.2,273
154373.2,1425
27007.87,211
196593.7,383
128195.1,2474
14744.79,434
31120.63,688
284674.8,1998
106618.1,2040
207741.8,96
29133.11,1092
202692.6,679
56088.83,984
188137.7,8942
571119.5,1009
95850.34,1435
262767.4,714
41028.79,1652
48917.23,461
36521.56,348
119384.8,596
183767.4,1126
758330.2,105
272481.7,5531
116472.7,862
48020.38,97
172829.8,3393
221191.6,466
92260.42,355
567587.4,869
101811.9,852
3859.987,376
36874.44,869
53681.11,151
73002.06,68
281014,1097
121057.9,366
74303.23,900
199417.2,570
20025.83,764
202407.3,523
143135.3,557
128915.3,714
113837.8,1697
170499.1,872
67011.16,1319
196557.5,840
234165,5768
38326.86,1319
27634.01,141
551171.4,1319
34864.65,11
212571.8,196
0,364
140971.3,2320
100103.6,1319
78974.82,229
73937.5,277
42328.51,138
158235.5,272
138337,666
70936.27,411
403248.5,2962
36241.67,1114
247351.2,751
272947.4,393
345155.9,1311
88573.37,3243
43570.19,3243
21176.8,3243
149732.3,165
316334.7,3832
92726.32,71
456013.5,5531
136470.7,1311
9080.859,3243
126328.8,1091
44125.66,1070
97860.38,382
20045.63,3470
96048.87,2216
80570.21,433
25353.38,99
98.83546,13
90720.93,454
-1160.767,290
11163.89,17
41635.04,557
428783,94
18958.45,39
303538.2,6680
34239.59,13
37175.25,1454
112213.4,520
3554.079,290
25371.87,998
221821.1,735
26205.83,460
21553.59,711
126895,2040
71793.4,15
62792.47,574
171352.9,454
170649,80
85617.6,454
451776.8,2005
72416.34,176
157327.8,300
146158.1,841
279277.8,376
49498.01,1281
69498.44,1900
15574.64,591
18633.32,394
187320.4,1074
74794.37,105
21468.21,260
71671.53,2581
66780.11,642
20025.83,890
4217.118,109
1289.85,270
6602.793,1593
13399.72,159
34032.6,434
24844.67,204
63049.38,5127
65655.36,883
90149.66,2452
221594.5,111
63593.88,564
54675.16,454
267666.1,147
92112.81,2442
227512,1415
80349.55,2119
399073.5,5531
25933.92,1573
6674.521,300
193820,215
78061.79,932
26892.95,2887
181898.5,2567
355412.5,2639
99465.96,229
42328.51,288
92809.86,2608
28783.37,490
136294.2,628
72345.58,1075
82693.39,633
97358.73,2610
833070.1,143
183980.2,565
75797.27,136
80456.38,537
123921.8,466
84274.86,9025
343235.1,3069
17291.44,204
228384.2,2531
26219.76,97
30647.53,192
247442.8,1415
37014.28,2322
159976.5,904
398911.7,1604
41028.79,1226
76987.31,1091
-1638.268,11
62459.19,1018
149547.1,1296
130113.1,1114
33403.96,229
29384.48,97
436446.3,2452
7916.201,11
15614.84,11
23980.71,247
127.0742,247
349956.4,2328
444.7596,247
2729.312,11
278501.6,1252
33184.99,2081
381065.2,997
323249.7,1652
68776.84,819
786.4749,11
226338.2,358
11388.38,247
240756.1,133
5359.564,247
53505.03,922
298397.9,1155
89550.55,1155
170532,1846
144983.8,1978
332295.5,689
121628.7,149
204138.8,1273
51285.99,1155
68262.43,262
98685.57,411
535820.9,1007
9006.637,247
181.3897,1923
113011.1,433
360416.7,71
168029.4,689
277829.9,135
116169.5,577
90429.39,433
76525.08,2493
52261.52,2045
62301.11,3045
113249.4,1881
253643.4,409
37736.56,882
331999.4,234
2183.449,111
20449.04,218
156246.2,882
94789.66,433
3166.48,17
91210.8,179
181439.6,1415
21708.92,111
115029.4,115
192377.3,166
13594.1,17
554831.6,3647
110744,1007
19237.42,433
463509.3,246
48756.91,4025
63177.03,1018
337099.8,2382
153456.2,1126
78013.27,822
423026.5,411
134026.6,198
255155.2,1987
123600.5,893
58061.11,1018
572113.1,2996
90720.93,570
269578.4,536
20746.86,1579
143467.3,322
48013.58,97
168272.7,1794
20856.07,838
123193.4,2216
166451.2,6974
123707,2264
29199.14,54
106980.1,290
114840.4,341
95461.41,380
184310.1,21
140303,324
124649.1,206
67815.59,118
90086.45,118
95076.34,1652
61946.26,1652
31926.96,253
27339.14,17
169656.4,849
107910.7,3851
130513.8,433
91614.09,1283
403699.5,1091
80458.52,605
368148.3,2639
86759.67,1007
482807.2,764
101572.7,1652
121493.8,290
69149.63,1652
79711.13,557
54470.29,2216
395871.3,5039
18161.72,211
117031.7,5658
82739.5,558
293839.6,1877
81907.55,138
158716.6,157
83019.23,115
129130.9,1705
66191.6,115
192036.3,115
16102.66,890
57608.21,2328
27565.15,115
197551.1,115
66234.7,115
871476.3,166
178729.9,115
51657.04,1974
189688,1602
329683.9,1465
160217,1849
0,1868
40529.2,341
166039.5,1252
11973.18,1059
56438.02,881
71023.96,667
92588.26,1252
106068.3,1214
55508.12,2540
569598.6,376
178811.6,1972
873792,179
45187.45,2422
306116.5,595
28429.88,718
644387.3,537
-4914.804,17
22103.89,852
42823.93,2672
18315.5,2672
208325.9,497
143326.7,220
321995.5,251
177348.5,2021
517231.1,126
207656.5,150
210153.9,492
87102.54,243
78805.11,760
6675.275,998
357453.5,1319
68381.32,1863
165323.4,932
80134.41,1104
4420.439,542
225589.6,743
66807.91,3267
242859.3,3299
149448.3,264
271764.2,280
380275,4771
200386,454
2091.018,352
185840.3,2210
112375.1,2005
1699.37,1901
95177.78,649
26205.83,899
56438.02,4819
164470.3,4819
194588.1,1369
191163.6,84
36685.54,21
25753.66,372
112968,3236
18064.24,841
74193.66,115
2108.559,109
164003.5,246
158961.5,1642
178445.9,557
144066.4,154
33862.81,4819
35588.46,1502
180242.8,878
74035.3,726
183282.7,943
55826.89,260
12727.21,102
153533.2,68
117801.9,68
120199.5,881
36954.29,661
26056.43,461
80963.71,1226
62797.57,6110
93704.76,68
106747.4,1006
276659.4,1217
169811.5,1897
114273.4,515
82789.87,215
199036.9,2315
160569.5,1532
92168.44,883
67384.39,2021
31422.58,1226
33043.92,138
388157.7,475
12412.88,550
30002.62,3753
100429.5,179
71159.33,1226
674480.6,1311
212328.8,1843
47081,54
8337.556,1767
88377.74,557
155018.4,1767
13021.39,1767
10877.08,1901
0,19
45187.63,1767
21438.26,13
62804.73,480
128172.7,171
99465.96,4681
30902.78,3069
263327.9,380
44118.85,1928
45434.01,3462
56213.48,39
400371.7,179
5581.944,1901
324949.8,223
91328.03,1928
98905.84,1070
120067.8,2887
142616,1070
26335,351
67058.2,1070
134187.6,775
65974.72,1424
177856.6,2442
260174.2,39
201899.2,4205
34717.4,1845
69988.9,1289
331770.9,1928
180710.9,707
3337.638,1901
17432.33,300
91831.63,10235
53422.94,111
97597.13,633
42579.16,1648
55569.39,84
44450.31,181
33862.81,375
59856.07,68
448338,1521
103144.3,869
75388.42,483
172053.6,418
183927,312
34790.08,1676
35937.63,375
152117.7,1881
57066.53,39
198163.7,218
126151.4,1070
8052.069,550
62882.2,3610
30228.44,1690
83571.45,2322
69052.27,512
338641.3,5768
97260.62,1863
13621.29,17
244602.7,3753
210581.6,1006
91130.31,1086
149545.6,838
24157.42,1421
127981.1,206
49086.37,1877
69950.23,324
102572,1070
201102,21
14378.73,607
20112.11,539
259460.1,197
113109.9,483
472031.2,1936
380323.5,2216
25933.92,633
10338.13,484
200354.8,633
250855.1,74
95187.13,56
53089.18,56
116654.9,109
17865.21,196
21522.15,2051
91241.41,56
92168.75,414
106068.3,726
86941.61,1585
97152.34,252
195314.4,5127
174962.1,94
184131.4,255
69549.2,56
60822.64,1457
522516.6,1602
88050.63,1000
112167.1,460
4412.986,13
71784.65,849
118215.7,1652
13399.72,13
13268.73,1059
31120.63,2360
24474.92,264
11128.83,181
201307.6,2540
91626.03,838
96965.66,2322
110446.9,774
29190.46,109
333141.3,190
107010.6,1687
172998.3,506
217580.8,173
8228.153,1380
159381.8,166
306349.3,1585
231025.9,927
76758.88,612
130883.6,789
228006.8,5531
50772.07,106
20216.28,434
310229.7,2555
41044.77,550
117868.4,1126
108162.3,1972
111108.8,276
113337.5,775
50476.97,466
18161.72,3163
90720.93,840
60132.73,872
54770.22,2119
106421.2,840
690679.6,840
5006.457,885
217158,393
143826.3,117
88040.33,633
171078.8,1257
119221.3,382
23006.52,586
235364.6,1705
150108.3,9421
316866,523
344168.3,218
363276.9,155
144960.8,1623
54119.2,155
82278.88,341
8298.882,56
170580.8,1214
8434.059,1149
241930.2,155
77592.02,15
137306.5,41
150961.6,260
93253.9,277
48430.42,2877
145012.4,34
72381.27,8942
61515.89,218
5157.179,218
123023.8,1415
28319.93,1820
398426.9,2315
58819.62,41
66041.48,4302
66807.91,1155
12072.91,218
3867.884,218
114896.9,39
55426.55,1512
94175.32,589
14588.68,90
74599.47,1945
6720.819,218
92708.35,2322
28219.01,4025
462367.7,1226
20025.83,4302
97895.98,539
135939,1928
257288.4,333
23218.3,2877
455351.2,2440
30823.84,300
130653.8,4302
211522.2,2494
94086.95,661
75761.26,41
84711.13,1126
31084.63,1092
92541.49,41
224304.9,813
46170.92,539
106420.9,572
101958.5,1091
40443.82,177
18109.37,218
38302.84,15
551996.6,1279
4876.657,3163
11089.71,1226
13831.47,1227
3869.549,1149
137344.5,1648
145182.2,3470
145437.1,2322
113581.3,1667
342949,2924
10014.47,1380
76658.39,21
55423.32,365
83567.13,466
32157.38,649
136068.3,2322
73931.24,649
42732.66,1380
87238.75,1380
48407.98,676
176395.1,703
114034.4,1877
183468.1,241
111890.1,775
139548.2,696
40003.2,1421
1686.847,3753
471775.7,1002
320357,256
-2457.402,11
507704,59
103675.8,480
326814.9,2608
68791.96,723
70889.33,1489
56762.01,726
84823.95,1319
3184.044,1593
48386.49,376
75203.14,666
154357.5,480
9032.122,376
92546.67,3178
185692.4,1642
11388.01,434
131785.3,741
56838.41,439
9403.833,3033
17587.35,1579
4130.863,290
20928.48,264
30720.94,111
81555.49,398
63766.77,564
107419.4,97
136495.1,574
100125.1,822
100693.4,4025
284425.8,665
43766.03,616
3698.739,4025
69984.57,1066
31120.63,56
177.9038,616
12786.62,1318
5903.14,4025
17379.92,616
